305,233
309,230
313,228
317,225
321,223
325,221
337,216
346,214
355,212
366,211
375,211
386,211
394,211
400,212
416,216
423,218
428,221
433,223
436,225
441,230
444,233
448,237
451,243
453,248
456,254
458,259
461,265
462,270
464,275
465,283
466,291
466,297
466,302
465,308
463,314
462,318
460,323
454,339
450,348
448,351
447,352
446,353
369,311
363,311
361,310
360,309
357,305
354,301
353,297
352,294
352,292
352,288
354,285
357,282
361,278
367,274
371,273
376,272
385,273
389,277
394,284
396,290
397,297
397,302
395,308
391,310
387,312
385,314
381,314
377,315
373,315
371,315
368,315
366,314
365,312
364,310
363,309
363,308
365,310
364,307
362,296
364,295
368,296
369,296
369,306
362,301
361,294
367,294
365,288
367,289
372,287
378,294
379,300
372,301
370,299
373,294
375,290
377,283
378,283
378,300
375,286
375,281
378,295
378,285
380,286
381,286
384,290
384,289
386,301
381,303
375,299
381,289
384,297
384,302
380,302
377,297
377,291
381,291
385,297
385,302
380,298
379,290
383,292
384,303
378,304
373,287
378,291
379,302
374,306
369,302
368,291
371,290
376,301
370,307
363,298
360,291
361,291
362,285
365,284
369,283
374,283
376,283
376,285
376,294
374,296
368,294
364,288
363,284
363,282
368,278
372,278
377,278
380,278
386,281
391,286
393,294
393,299
392,302
389,305
386,306
383,307
372,306
365,301
364,295
364,288
364,286
365,283
367,281
368,281
372,281
377,281
380,281
382,281
382,282
382,283
383,294
386,298
391,304
392,306
389,291
389,295
385,286
385,285
384,285
388,291
385,283
385,285
387,289
377,285
376,293
378,310
379,311
379,314
378,314
375,312
372,311
364,310
360,309
358,307
355,301
354,298
353,296
353,295
353,294
359,300
355,291
354,290
307,343
286,317
295,320
333,339
288,310
300,322
317,332
288,301
337,334
313,310
309,307
315,311
294,283
315,303
296,279
317,295
301,256
321,287
307,249
327,280
317,252
330,276
320,242
341,279
326,236
348,266
339,225
354,248
353,237
363,239
368,214
389,247
392,214
403,256
402,219
412,259
419,242
421,259
427,244
427,271
434,255
438,280
442,276
441,295
443,281
440,303
440,299
435,311
435,310
434,320
434,319
431,329
350,340
320,334
354,339
358,340
317,323
380,337
341,318
390,338
363,326
411,335
410,325
436,328
432,314
433,313
439,290
437,280
438,292
418,261
424,295
404,257
413,301
384,279
356,311
321,301
334,335
328,302
420,275
425,286
338,245
390,288
366,259
357,261
368,303
355,284
353,282
307,316
308,275
329,281
347,259
402,258
401,241
404,239
408,239
